"full_name","ad","tp_cal","e","q","i","om","w","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","name","epoch","epoch_cal","a","moid","moid_ld","first_obs","last_obs"
"     C/2002 W16 (SOHO)",,2002-11-29.5,1.0000,0.009,136.41,357.85,73.78,,PAR,0,,5,T,,,,,SOHO,2452608.1,2002-11-29.5,,,,2002-11-29,2002-11-29
"     C/2002 W17 (SOHO)",,2002-11-29.7,1.0000,0.006,138.52,26.89,99.11,,PAR,0,,9,T,,,,,SOHO,2452608.2,2002-11-29.7,,,,2002-11-29,2002-11-29
"     C/2002 X1 (LINEAR)",2741.58,2003-07-12.8,0.9982,2.487,164.09,281.89,207.33,5.08e+04,COM,695,,1432,,,,,,LINEAR,2452750.5,2003-04-21.0,1372,1.51,590,2002-02-21,2004-01-17
"     C/2002 X3 (SOHO)",,2002-12-04.5,1.0000,0.005,141.67,13.32,87.85,,PAR,0,,6,T,,,,,SOHO,2452613.1,2002-12-04.5,,,,2002-12-04,2002-12-04
"     C/2002 X4 (SOHO)",,2002-12-04.6,1.0000,0.005,141.31,17.23,91.88,,PAR,0,,5,T,,,,,SOHO,2452613.2,2002-12-04.6,,,,2002-12-04,2002-12-04
"     C/2002 X5 (Kudo-Fujikawa)",2387.41,2003-01-29.0,0.9998,0.190,94.15,119.07,187.58,4.12e+04,COM,129,,514,,2.6e-08,5.8e-09,,,Kudo-Fujikawa,2452659.5,2003-01-20.0,1194,0.741,289,2002-12-14,2003-04-22
"     C/2002 X6 (SOHO)",,2002-12-02.4,1.0000,0.035,72.55,74.75,57.43,,PAR,0,,13,T,,,,,SOHO,2452610.9,2002-12-02.4,,,,2002-12-02,2002-12-02
"     C/2002 X7 (SOHO)",,2002-12-01.7,1.0000,0.005,137.42,24.10,97.20,,PAR,0,,5,T,,,,,SOHO,2452610.2,2002-12-01.7,,,,2002-12-01,2002-12-01
"     C/2002 X8 (SOHO)",,2002-12-05.5,1.0000,0.005,142.08,314.04,39.67,,PAR,0,,8,T,,,,,SOHO,2452614.1,2002-12-05.5,,,,2002-12-05,2002-12-05
"     C/2002 X9 (SOHO)",,2002-12-05.6,1.0000,0.008,139.82,331.62,54.29,,PAR,0,,7,T,,,,,SOHO,2452614.1,2002-12-05.6,,,,2002-12-05,2002-12-05
"     C/2002 X10 (SOHO)",,2002-12-05.9,1.0000,0.005,143.16,7.94,84.26,,PAR,0,,4,T,,,,,SOHO,2452614.4,2002-12-05.9,,,,2002-12-05,2002-12-05
"     C/2002 X11 (SOHO)",,2002-12-09.3,1.0000,0.005,143.40,13.86,91.10,,PAR,1,,8,T,,,,,SOHO,2452617.9,2002-12-09.3,,,,2002-12-08,2002-12-09
"     C/2002 X12 (SOHO)",,2002-12-10.0,1.0000,0.005,139.96,25.65,99.76,,PAR,0,,6,T,,,,,SOHO,2452618.5,2002-12-10.0,,,,2002-12-09,2002-12-09
"     C/2002 X13 (SOHO)",,2002-12-03.5,1.0000,0.005,137.25,305.70,34.61,,PAR,0,,7,T,,,,,SOHO,2452612.0,2002-12-03.5,,,,2002-12-03,2002-12-03
"     C/2002 X14 (SOHO)",,2002-12-12.3,1.0000,0.004,144.59,4.59,83.49,,PAR,2,,44,T,,,,,SOHO,2452620.8,2002-12-12.3,,,,2002-12-10,2002-12-12
"     C/2002 X15 (SOHO)",,2002-12-14.1,1.0000,0.005,133.28,33.03,104.95,,PAR,0,,7,T,,,,,SOHO,2452622.6,2002-12-14.1,,,,2002-12-13,2002-12-13
"     C/2002 X16 (SOHO)",,2002-12-11.0,1.0000,0.005,145.02,0.57,77.80,,PAR,0,,7,T,,,,,SOHO,2452619.5,2002-12-11.0,,,,2002-12-10,2002-12-10
"     C/2002 Y1 (Juels-Holvorcem)",500.54,2003-04-13.2,0.9972,0.714,103.78,166.22,128.82,3.97e+03,COM,372,,760,,,,,,Juels-Holvorcem,2452680.5,2003-02-10.0,250.6,0.118,45.8,2002-12-28,2004-01-04
"     C/2002 Y2 (SOHO)",,2002-12-19.7,1.0000,0.040,73.52,74.51,57.48,,PAR,0,,10,T,,,,,SOHO,2452628.3,2002-12-19.7,,,,2002-12-19,2002-12-19
"     C/2002 Y3 (SOHO)",,2002-12-18.9,1.0000,0.005,146.92,356.64,74.99,,PAR,0,,8,T,,,,,SOHO,2452627.4,2002-12-18.9,,,,2002-12-18,2002-12-18
"     C/2002 Y4 (SOHO)",,2002-12-26.5,1.0000,0.005,147.76,353.20,71.96,,PAR,0,,9,T,,,,,SOHO,2452635.0,2002-12-26.5,,,,2002-12-26,2002-12-26
"     C/2003 A2 (Gleason)",,2003-11-04.7,1.0069,11.427,8.06,154.54,346.63,,HYP,2616,,154,,,,,,Gleason,2452824.5,2003-07-04.0,-1645,10.4,4.06e+03,2002-01-08,2009-03-08
"     C/2003 A3 (SOHO)",,2003-01-07.2,1.0000,0.005,140.05,350.46,76.40,,PAR,0,,9,T,,,,,SOHO,2452646.8,2003-01-07.2,,,,2003-01-06,2003-01-06
"     C/2003 A4 (SOHO)",,2003-01-16.4,1.0000,0.007,144.57,9.57,87.65,,PAR,2,,59,T,,,,,SOHO,2452656.0,2003-01-16.4,,,,2003-01-14,2003-01-16
"     C/2003 A5 (SOHO)",,2003-01-16.0,1.0000,0.005,144.84,12.29,89.76,,PAR,0,,23,T,,,,,SOHO,2452655.5,2003-01-16.0,,,,2003-01-15,2003-01-15
"     C/2003 B1 (SOHO)",,2003-01-17.0,1.0000,0.035,73.36,74.15,56.25,,PAR,1,,20,T,,,,,SOHO,2452656.6,2003-01-17.0,,,,2003-01-16,2003-01-17
"     C/2003 B2 (SOHO)",,2003-01-19.3,1.0000,0.005,144.97,7.39,86.68,,PAR,1,,11,T,,,,,SOHO,2452658.9,2003-01-19.3,,,,2003-01-18,2003-01-19
"     C/2003 B3 (SOHO)",,2003-01-23.2,1.0000,0.005,144.73,3.77,80.30,,PAR,0,,9,T,,,,,SOHO,2452662.8,2003-01-23.2,,,,2003-01-22,2003-01-22
"     C/2003 C1 (SOHO)",,2003-02-04.4,1.0000,0.005,140.05,347.03,74.03,,PAR,1,,14,T,,,,,SOHO,2452675.0,2003-02-04.4,,,,2003-02-03,2003-02-04
"     C/2003 C2 (SOHO)",,2003-02-09.9,1.0000,0.005,144.47,11.52,89.57,,PAR,1,,57,T,,,,,SOHO,2452680.4,2003-02-09.9,,,,2003-02-08,2003-02-09
"     C/2003 C3 (SOHO)",,2003-02-11.2,1.0000,0.005,142.05,8.91,88.56,,PAR,0,,8,T,,,,,SOHO,2452681.7,2003-02-11.2,,,,2003-02-10,2003-02-10
"     C/2003 C4 (SOHO)",,2003-02-14.5,1.0000,0.005,145.05,8.77,86.95,,PAR,1,,16,T,,,,,SOHO,2452685.1,2003-02-14.5,,,,2003-02-13,2003-02-14
